Key,english,french
dhsPerkSurvHerbElemR3Long,Niveau 3 : +6. Réduit les dégâts élémentaires subis.,Niveau 3 : +6. Réduit les dégâts élémentaires subis.
dhsPerkSurvHerbElemR4,Onguents protecteurs,Onguents protecteurs
dhsPerkSurvHerbElemR4Long,Niveau 4 : +8. Réduit les dégâts élémentaires subis.,Niveau 4 : +8. Réduit les dégâts élémentaires subis.
dhsPerkSurvHerbElemR5,Onguents protecteurs,Onguents protecteurs
dhsPerkSurvHerbElemR5Long,Niveau 5 : +10. Réduit les dégâts élémentaires subis.,Niveau 5 : +10. Réduit les dégâts élémentaires subis.
dhsPerkSurvHerbForageName,Herboriste chevronné,Herboriste chevronné
dhsPerkSurvHerbForageDesc,Améliore la qualité du butin de fouille.,Améliore la qualité du butin de fouille.
dhsPerkSurvHerbForageR1,Herboriste chevronné,Herboriste chevronné
dhsPerkSurvHerbForageR1Long,Niveau 1 : +3 %. Améliore la qualité du butin de fouille.,Niveau 1 : +3 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHerbForageR2,Herboriste chevronné,Herboriste chevronné
dhsPerkSurvHerbForageR2Long,Niveau 2 : +6 %. Améliore la qualité du butin de fouille.,Niveau 2 : +6 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHerbForageR3,Herboriste chevronné,Herboriste chevronné
dhsPerkSurvHerbForageR3Long,Niveau 3 : +9 %. Améliore la qualité du butin de fouille.,Niveau 3 : +9 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHerbForageR4,Herboriste chevronné,Herboriste chevronné
dhsPerkSurvHerbForageR4Long,Niveau 4 : +12 %. Améliore la qualité du butin de fouille.,Niveau 4 : +12 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHerbForageR5,Herboriste chevronné,Herboriste chevronné
dhsPerkSurvHerbForageR5Long,Niveau 5 : +15 %. Améliore la qualité du butin de fouille.,Niveau 5 : +15 %. Améliore la qualité du butin de fouille.
dhsDrinkDecoction,Décoction d'herboriste,Décoction d'herboriste
dhsDrinkDecoctionDesc,Tisane fortifiante : régule l'endurance et endurcit le corps. Préparée uniquement par l'Herboriste.,Tisane fortifiante : régule l'endurance et endurcit le corps. Préparée uniquement par l'Herboriste.
dhsBuffHerbalName,Décoction d'herboriste,Décoction d'herboriste
dhsBuffHerbalDesc,Revigoré par une décoction : endurance et résistance améliorées.,Revigoré par une décoction : endurance et résistance améliorées.
dhsReqClassBuilArch,Nécessite la classe Architecte,Nécessite la classe Architecte
dhsBookClassBuilArch,Manuel de classe : Architecte,Manuel de classe : Architecte
dhsBookClassBuilArchDesc,"Devenez Architecte : maîtrisez les fortifications et les masses. La lecture choisit la classe Architecte, débloque son craft signature et octroie quelques points de classe.","Devenez Architecte : maîtrisez les fortifications et les masses. La lecture choisit la classe Architecte, débloque son craft signature et octroie quelques points de classe."
dhsMagBuilArch,Manuel : Architecte,Manuel : Architecte
dhsMagBuilArchDesc,Un magazine de Architecte. Le lire octroie 1 point de classe Architecte à dépenser dans l'arbre Architecte. Utile uniquement à cette classe.,Un magazine de Architecte. Le lire octroie 1 point de classe Architecte à dépenser dans l'arbre Architecte. Utile uniquement à cette classe.
dhsSkillClassBuilArchArmeName,Architecte — Arme,Architecte — Arme
dhsSkillClassBuilArchArmeDesc,Sous-branche Architecte : Arme.,Sous-branche Architecte : Arme.
dhsPerkBuilArchDmgName,Dégâts,Dégâts
dhsPerkBuilArchDmgDesc,Augmente les dégâts de mêlée.,Augmente les dégâts de mêlée.
dhsPerkBuilArchDmgR1,Dégâts,Dégâts
dhsPerkBuilArchDmgR1Long,Niveau 1 : +8 %. Augmente les dégâts de mêlée.,Niveau 1 : +8 %. Augmente les dégâts de mêlée.
dhsPerkBuilArchDmgR2,Dégâts,Dégâts
dhsPerkBuilArchDmgR2Long,Niveau 2 : +16 %. Augmente les dégâts de mêlée.,Niveau 2 : +16 %. Augmente les dégâts de mêlée.
dhsPerkBuilArchDmgR3,Dégâts,Dégâts
dhsPerkBuilArchDmgR3Long,Niveau 3 : +24 %. Augmente les dégâts de mêlée.,Niveau 3 : +24 %. Augmente les dégâts de mêlée.
dhsPerkBuilArchDmgR4,Dégâts,Dégâts
dhsPerkBuilArchDmgR4Long,Niveau 4 : +32 %. Augmente les dégâts de mêlée.,Niveau 4 : +32 %. Augmente les dégâts de mêlée.
dhsPerkBuilArchDmgR5,Dégâts,Dégâts
dhsPerkBuilArchDmgR5Long,Niveau 5 : +40 %. Augmente les dégâts de mêlée.,Niveau 5 : +40 %. Augmente les dégâts de mêlée.
dhsPerkBuilArchHandName,Maniement,Maniement
dhsPerkBuilArchHandDesc,Améliore la prise en main : attaques plus vives.,Améliore la prise en main : attaques plus vives.
dhsPerkBuilArchHandR1,Maniement,Maniement
dhsPerkBuilArchHandR1Long,Niveau 1 : +10 %. Améliore la prise en main : attaques plus vives.,Niveau 1 : +10 %. Améliore la prise en main : attaques plus vives.
dhsPerkBuilArchHandR2,Maniement,Maniement
dhsPerkBuilArchHandR2Long,Niveau 2 : +20 %. Améliore la prise en main : attaques plus vives.,Niveau 2 : +20 %. Améliore la prise en main : attaques plus vives.
dhsPerkBuilArchHandR3,Maniement,Maniement
dhsPerkBuilArchHandR3Long,Niveau 3 : +30 %. Améliore la prise en main : attaques plus vives.,Niveau 3 : +30 %. Améliore la prise en main : attaques plus vives.
dhsPerkBuilArchHandR4,Maniement,Maniement
dhsPerkBuilArchHandR4Long,Niveau 4 : +40 %. Améliore la prise en main : attaques plus vives.,Niveau 4 : +40 %. Améliore la prise en main : attaques plus vives.
dhsPerkBuilArchHandR5,Maniement,Maniement
dhsPerkBuilArchHandR5Long,Niveau 5 : +50 %. Améliore la prise en main : attaques plus vives.,Niveau 5 : +50 %. Améliore la prise en main : attaques plus vives.
dhsPerkBuilArchDismemberName,Brutalité,Brutalité
dhsPerkBuilArchDismemberDesc,Augmente les chances de démembrement.,Augmente les chances de démembrement.
dhsPerkBuilArchDismemberR1,Brutalité,Brutalité
dhsPerkBuilArchDismemberR1Long,Niveau 1 : +5 %. Augmente les chances de démembrement.,Niveau 1 : +5 %. Augmente les chances de démembrement.
dhsPerkBuilArchDismemberR2,Brutalité,Brutalité
dhsPerkBuilArchDismemberR2Long,Niveau 2 : +10 %. Augmente les chances de démembrement.,Niveau 2 : +10 %. Augmente les chances de démembrement.
dhsPerkBuilArchDismemberR3,Brutalité,Brutalité
dhsPerkBuilArchDismemberR3Long,Niveau 3 : +15 %. Augmente les chances de démembrement.,Niveau 3 : +15 %. Augmente les chances de démembrement.
dhsPerkBuilArchDismemberR4,Brutalité,Brutalité
dhsPerkBuilArchDismemberR4Long,Niveau 4 : +20 %. Augmente les chances de démembrement.,Niveau 4 : +20 %. Augmente les chances de démembrement.
dhsPerkBuilArchDismemberR5,Brutalité,Brutalité
dhsPerkBuilArchDismemberR5Long,Niveau 5 : +25 %. Augmente les chances de démembrement.,Niveau 5 : +25 %. Augmente les chances de démembrement.
dhsPerkBuilArchBlockName,Force de frappe,Force de frappe
dhsPerkBuilArchBlockDesc,Augmente les dégâts portés aux blocs et objets.,Augmente les dégâts portés aux blocs et objets.
dhsPerkBuilArchBlockR1,Force de frappe,Force de frappe
dhsPerkBuilArchBlockR1Long,Niveau 1 : +10 %. Augmente les dégâts portés aux blocs et objets.,Niveau 1 : +10 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkBuilArchBlockR2,Force de frappe,Force de frappe
dhsPerkBuilArchBlockR2Long,Niveau 2 : +20 %. Augmente les dégâts portés aux blocs et objets.,Niveau 2 : +20 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkBuilArchBlockR3,Force de frappe,Force de frappe
dhsPerkBuilArchBlockR3Long,Niveau 3 : +30 %. Augmente les dégâts portés aux blocs et objets.,Niveau 3 : +30 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkBuilArchBlockR4,Force de frappe,Force de frappe
dhsPerkBuilArchBlockR4Long,Niveau 4 : +40 %. Augmente les dégâts portés aux blocs et objets.,Niveau 4 : +40 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkBuilArchBlockR5,Force de frappe,Force de frappe
dhsPerkBuilArchBlockR5Long,Niveau 5 : +50 %. Augmente les dégâts portés aux blocs et objets.,Niveau 5 : +50 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkBuilArchPierceName,Perforation,Perforation
dhsPerkBuilArchPierceDesc,Vos coups ignorent davantage l'armure.,Vos coups ignorent davantage l'armure.
dhsPerkBuilArchPierceR1,Perforation,Perforation
dhsPerkBuilArchPierceR1Long,Niveau 1 : -6 %. Vos coups ignorent davantage l'armure.,Niveau 1 : -6 %. Vos coups ignorent davantage l'armure.
dhsPerkBuilArchPierceR2,Perforation,Perforation
dhsPerkBuilArchPierceR2Long,Niveau 2 : -12 %. Vos coups ignorent davantage l'armure.,Niveau 2 : -12 %. Vos coups ignorent davantage l'armure.
dhsPerkBuilArchPierceR3,Perforation,Perforation
dhsPerkBuilArchPierceR3Long,Niveau 3 : -18 %. Vos coups ignorent davantage l'armure.,Niveau 3 : -18 %. Vos coups ignorent davantage l'armure.
dhsPerkBuilArchPierceR4,Perforation,Perforation
dhsPerkBuilArchPierceR4Long,Niveau 4 : -24 %. Vos coups ignorent davantage l'armure.,Niveau 4 : -24 %. Vos coups ignorent davantage l'armure.
dhsPerkBuilArchPierceR5,Perforation,Perforation
dhsPerkBuilArchPierceR5Long,Niveau 5 : -30 %. Vos coups ignorent davantage l'armure.,Niveau 5 : -30 %. Vos coups ignorent davantage l'armure.
dhsPerkBuilArchWStamName,Aisance,Aisance
dhsPerkBuilArchWStamDesc,Réduit l'endurance dépensée en attaquant.,Réduit l'endurance dépensée en attaquant.
dhsPerkBuilArchWStamR1,Aisance,Aisance
dhsPerkBuilArchWStamR1Long,Niveau 1 : -5 %. Réduit l'endurance dépensée en attaquant.,Niveau 1 : -5 %. Réduit l'endurance dépensée en attaquant.
dhsPerkBuilArchWStamR2,Aisance,Aisance
dhsPerkBuilArchWStamR2Long,Niveau 2 : -10 %. Réduit l'endurance dépensée en attaquant.,Niveau 2 : -10 %. Réduit l'endurance dépensée en attaquant.
dhsPerkBuilArchWStamR3,Aisance,Aisance
dhsPerkBuilArchWStamR3Long,Niveau 3 : -15 %. Réduit l'endurance dépensée en attaquant.,Niveau 3 : -15 %. Réduit l'endurance dépensée en attaquant.
dhsPerkBuilArchWStamR4,Aisance,Aisance
dhsPerkBuilArchWStamR4Long,Niveau 4 : -20 %. Réduit l'endurance dépensée en attaquant.,Niveau 4 : -20 %. Réduit l'endurance dépensée en attaquant.
dhsPerkBuilArchWStamR5,Aisance,Aisance
dhsPerkBuilArchWStamR5Long,Niveau 5 : -25 %. Réduit l'endurance dépensée en attaquant.,Niveau 5 : -25 %. Réduit l'endurance dépensée en attaquant.
dhsSkillClassBuilArchMetierName,Architecte — Métier,Architecte — Métier
dhsSkillClassBuilArchMetierDesc,Sous-branche Architecte : Métier.,Sous-branche Architecte : Métier.
dhsPerkBuilArchQualityName,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkBuilArchQualityDesc,Améliore la qualité de ce que vous fabriquez (construction et fortifications).,Améliore la qualité de ce que vous fabriquez (construction et fortifications).
dhsPerkBuilArchQualityR1,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkBuilArchQualityR1Long,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (construction et fortifications).,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (construction et fortifications).
dhsPerkBuilArchQualityR2,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkBuilArchQualityR2Long,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (construction et fortifications).,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (construction et fortifications).
dhsPerkBuilArchQualityR3,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkBuilArchQualityR3Long,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (construction et fortifications).,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (construction et fortifications).
dhsPerkBuilArchQualityR4,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkBuilArchQualityR4Long,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (construction et fortifications).,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (construction et fortifications).
dhsPerkBuilArchQualityR5,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkBuilArchQualityR5Long,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (construction et fortifications).,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (construction et fortifications).
dhsPerkBuilArchSpeedName,Production rapide,Production rapide
dhsPerkBuilArchSpeedDesc,Fabrique plus vite (construction et fortifications).,Fabrique plus vite (construction et fortifications).
dhsPerkBuilArchSpeedR1,Production rapide,Production rapide
dhsPerkBuilArchSpeedR1Long,Niveau 1 : -10 %. Fabrique plus vite (construction et fortifications).,Niveau 1 : -10 %. Fabrique plus vite (construction et fortifications).
dhsPerkBuilArchSpeedR2,Production rapide,Production rapide
dhsPerkBuilArchSpeedR2Long,Niveau 2 : -20 %. Fabrique plus vite (construction et fortifications).,Niveau 2 : -20 %. Fabrique plus vite (construction et fortifications).
dhsPerkBuilArchSpeedR3,Production rapide,Production rapide
dhsPerkBuilArchSpeedR3Long,Niveau 3 : -30 %. Fabrique plus vite (construction et fortifications).,Niveau 3 : -30 %. Fabrique plus vite (construction et fortifications).
dhsPerkBuilArchSpeedR4,Production rapide,Production rapide
dhsPerkBuilArchSpeedR4Long,Niveau 4 : -40 %. Fabrique plus vite (construction et fortifications).,Niveau 4 : -40 %. Fabrique plus vite (construction et fortifications).
dhsPerkBuilArchSpeedR5,Production rapide,Production rapide
dhsPerkBuilArchSpeedR5Long,Niveau 5 : -50 %. Fabrique plus vite (construction et fortifications).,Niveau 5 : -50 %. Fabrique plus vite (construction et fortifications).
dhsPerkBuilArchAtelierIName,Atelier : construction et fortifications,Atelier : construction et fortifications
dhsPerkBuilArchAtelierIDesc,Débloque la fabrication de votre spécialité : construction et fortifications.,Débloque la fabrication de votre spécialité : construction et fortifications.
dhsPerkBuilArchAtelierIR1,Atelier : construction et fortifications,Atelier : construction et fortifications
dhsPerkBuilArchAtelierIR1Long,Débloque la fabrication de votre spécialité : construction et fortifications.,Débloque la fabrication de votre spécialité : construction et fortifications.
dhsPerkBuilArchAtelierIIName,Maîtrise : construction et fortifications,Maîtrise : construction et fortifications
dhsPerkBuilArchAtelierIIDesc,Débloque la fabrication avancée de votre spécialité : construction et fortifications.,Débloque la fabrication avancée de votre spécialité : construction et fortifications.
dhsPerkBuilArchAtelierIIR1,Maîtrise : construction et fortifications,Maîtrise : construction et fortifications
dhsPerkBuilArchAtelierIIR1Long,Débloque la fabrication avancée de votre spécialité : construction et fortifications.,Débloque la fabrication avancée de votre spécialité : construction et fortifications.
dhsSkillClassBuilArchSpecName,Architecte — Spécialité,Architecte — Spécialité
dhsSkillClassBuilArchSpecDesc,Sous-branche Architecte : Spécialité.,Sous-branche Architecte : Spécialité.
dhsPerkBuilArchQuarryName,Carrier,Carrier
dhsPerkBuilArchQuarryDesc,Récolte plus de minerai et de bois.,Récolte plus de minerai et de bois.
dhsPerkBuilArchQuarryR1,Carrier,Carrier
dhsPerkBuilArchQuarryR1Long,Niveau 1 : +10 %. Récolte plus de minerai et de bois.,Niveau 1 : +10 %. Récolte plus de minerai et de bois.
dhsPerkBuilArchQuarryR2,Carrier,Carrier
dhsPerkBuilArchQuarryR2Long,Niveau 2 : +20 %. Récolte plus de minerai et de bois.,Niveau 2 : +20 %. Récolte plus de minerai et de bois.
dhsPerkBuilArchQuarryR3,Carrier,Carrier
dhsPerkBuilArchQuarryR3Long,Niveau 3 : +30 %. Récolte plus de minerai et de bois.,Niveau 3 : +30 %. Récolte plus de minerai et de bois.
dhsPerkBuilArchQuarryR4,Carrier,Carrier
dhsPerkBuilArchQuarryR4Long,Niveau 4 : +40 %. Récolte plus de minerai et de bois.,Niveau 4 : +40 %. Récolte plus de minerai et de bois.
dhsPerkBuilArchQuarryR5,Carrier,Carrier
dhsPerkBuilArchQuarryR5Long,Niveau 5 : +50 %. Récolte plus de minerai et de bois.,Niveau 5 : +50 %. Récolte plus de minerai et de bois.
dhsPerkBuilArchTrapName,Génie défensif,Génie défensif
dhsPerkBuilArchTrapDesc,Réduit les dégâts subis de vos propres pièges.,Réduit les dégâts subis de vos propres pièges.
dhsPerkBuilArchTrapR1,Génie défensif,Génie défensif
dhsPerkBuilArchTrapR1Long,Niveau 1 : -10 %. Réduit les dégâts subis de vos propres pièges.,Niveau 1 : -10 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkBuilArchTrapR2,Génie défensif,Génie défensif
dhsPerkBuilArchTrapR2Long,Niveau 2 : -20 %. Réduit les dégâts subis de vos propres pièges.,Niveau 2 : -20 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkBuilArchTrapR3,Génie défensif,Génie défensif
dhsPerkBuilArchTrapR3Long,Niveau 3 : -30 %. Réduit les dégâts subis de vos propres pièges.,Niveau 3 : -30 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkBuilArchTrapR4,Génie défensif,Génie défensif
dhsPerkBuilArchTrapR4Long,Niveau 4 : -40 %. Réduit les dégâts subis de vos propres pièges.,Niveau 4 : -40 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkBuilArchTrapR5,Génie défensif,Génie défensif
dhsPerkBuilArchTrapR5Long,Niveau 5 : -50 %. Réduit les dégâts subis de vos propres pièges.,Niveau 5 : -50 %. Réduit les dégâts subis de vos propres pièges.
dhsPerkBuilArchBlastName,Bâtisseur solide,Bâtisseur solide
dhsPerkBuilArchBlastDesc,Réduit les dégâts d'explosion subis.,Réduit les dégâts d'explosion subis.
dhsPerkBuilArchBlastR1,Bâtisseur solide,Bâtisseur solide
dhsPerkBuilArchBlastR1Long,Niveau 1 : -6 %. Réduit les dégâts d'explosion subis.,Niveau 1 : -6 %. Réduit les dégâts d'explosion subis.
dhsPerkBuilArchBlastR2,Bâtisseur solide,Bâtisseur solide
dhsPerkBuilArchBlastR2Long,Niveau 2 : -12 %. Réduit les dégâts d'explosion subis.,Niveau 2 : -12 %. Réduit les dégâts d'explosion subis.
dhsPerkBuilArchBlastR3,Bâtisseur solide,Bâtisseur solide
dhsPerkBuilArchBlastR3Long,Niveau 3 : -18 %. Réduit les dégâts d'explosion subis.,Niveau 3 : -18 %. Réduit les dégâts d'explosion subis.
dhsPerkBuilArchBlastR4,Bâtisseur solide,Bâtisseur solide
dhsPerkBuilArchBlastR4Long,Niveau 4 : -24 %. Réduit les dégâts d'explosion subis.,Niveau 4 : -24 %. Réduit les dégâts d'explosion subis.
dhsPerkBuilArchBlastR5,Bâtisseur solide,Bâtisseur solide
dhsPerkBuilArchBlastR5Long,Niveau 5 : -30 %. Réduit les dégâts d'explosion subis.,Niveau 5 : -30 %. Réduit les dégâts d'explosion subis.
dhsPerkBuilArchHaulName,Bête de somme,Bête de somme
dhsPerkBuilArchHaulDesc,Ajoute des emplacements de portage pour les matériaux.,Ajoute des emplacements de portage pour les matériaux.
dhsPerkBuilArchHaulR1,Bête de somme,Bête de somme
dhsPerkBuilArchHaulR1Long,Niveau 1 : +2. Ajoute des emplacements de portage pour les matériaux.,Niveau 1 : +2. Ajoute des emplacements de portage pour les matériaux.
dhsPerkBuilArchHaulR2,Bête de somme,Bête de somme
dhsPerkBuilArchHaulR2Long,Niveau 2 : +4. Ajoute des emplacements de portage pour les matériaux.,Niveau 2 : +4. Ajoute des emplacements de portage pour les matériaux.
dhsPerkBuilArchHaulR3,Bête de somme,Bête de somme
dhsPerkBuilArchHaulR3Long,Niveau 3 : +6. Ajoute des emplacements de portage pour les matériaux.,Niveau 3 : +6. Ajoute des emplacements de portage pour les matériaux.
dhsPerkBuilArchHaulR4,Bête de somme,Bête de somme
dhsPerkBuilArchHaulR4Long,Niveau 4 : +8. Ajoute des emplacements de portage pour les matériaux.,Niveau 4 : +8. Ajoute des emplacements de portage pour les matériaux.
dhsPerkBuilArchHaulR5,Bête de somme,Bête de somme
dhsPerkBuilArchHaulR5Long,Niveau 5 : +10. Ajoute des emplacements de portage pour les matériaux.,Niveau 5 : +10. Ajoute des emplacements de portage pour les matériaux.
dhsPerkBuilArchPlateName,Carapace,Carapace
dhsPerkBuilArchPlateDesc,Réduit les dégâts physiques subis.,Réduit les dégâts physiques subis.
dhsPerkBuilArchPlateR1,Carapace,Carapace
